name,height,weight,reach,stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Ricardo Barros,"6' 1""",205 lbs.,,,22-Mar-76,0,0,8.22,0.31,0,0,1,0
Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,28-Feb-80,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0
Dean Barry,,155 lbs.,,,7-Mar-92,0,0,0,0,0,0,0,0
Enrique Barzola,"5' 7""",145 lbs.,"70""",Orthodox,28-Apr-89,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3
Stephen Bass,"5' 9""",145 lbs.,,Orthodox,14-Nov-82,4.87,0.52,5.87,0.55,0,0,0,0
Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,7-Jul-79,2.72,0.52,3.54,0.59,0,0,0.76,0.2
Sean Bassett,,155 lbs.,,,,0,0,0,0,0,0,0,0
Ryan Bastianelli,"5' 5""",135 lbs.,,,,0,0,0,0,0,0,0,0
Shayna Baszler,"5' 7""",135 lbs.,,Orthodox,8-Aug-80,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3
Batgerel Danaa,"5' 7""",135 lbs.,"70""",Orthodox,4-Jul-89,5.66,0.38,2.61,0.58,0,0,0.57,0
Michel Batista,"6' 3""",260 lbs.,,Orthodox,20-Apr-84,0,0,4.03,0.4,6.72,0.5,0,0
Alan Baudot,"6' 3""",243 lbs.,"79""",Orthodox,1-Feb-88,1.89,0.25,10.11,0.36,0,0,0,0
Mario Bautista,"5' 9""",135 lbs.,"69""",Switch,1-Jul-93,5.71,0.45,4.78,0.54,0.48,0.33,0.7,0
Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,6-Aug-85,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2
Rudy Bears,"5' 11""",170 lbs.,,Southpaw,,1.27,0.29,2.53,0.5,0,0,0,0
Salvador Becerra,"5' 9""",155 lbs.,,,,4.57,0.31,3.83,0.58,0,0,0.66,0
Ariel Beck,"5' 6""",125 lbs.,"66""",Southpaw,16-Sep-90,4.44,0.34,4.31,0.64,0,0,0,0
Jeff Bedard,"5' 6""",145 lbs.,,Orthodox,6-Feb-70,0.8,0.51,0,1,3.43,0.66,1,2.6
Eric Bedard,"6' 2""",239 lbs.,,,11-Sep-84,6.37,0.35,8.54,0.52,0,0,0,0
Lyle Beerbohm,"5' 10""",155 lbs.,,Southpaw,5-Feb-79,1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3
Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,29-Mar-85,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9
Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,6-Jan-83,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,16-Feb-91,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
Diana Belbita,"5' 7""",125 lbs.,"68""",Orthodox,26-Jun-96,5.81,0.39,6.49,0.52,1.69,0.66,0.64,0
Alan Belcher,"6' 2""",185 lbs.,"75""",Orthodox,24-Apr-84,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9
Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,21-Jul-94,1.52,0.61,4.79,0.41,3.5,1,0.5,0
Vitor Belfort,"6' 0""",185 lbs.,"74""",Southpaw,1-Apr-77,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6
Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,8-Dec-81,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,18-May-86,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2
Mike Bencic,"6' 0""",215 lbs.,,Orthodox,,0,0,3.32,0.53,0,0,0,0
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,31-Jul-84,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
Karla Benitez,"5' 3""",113 lbs.,,,,0,0,2.4,0.57,0,0,1,0
Dave Beneteau,"6' 2""",250 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Gabriel Benitez,"5' 8""",155 lbs.,"71""",Southpaw,15-Jun-88,4.38,0.38,3.26,0.7,0.17,0.5,0.56,1.2
DeAnna Bennett,"5' 4""",125 lbs.,"68""",Orthodox,18-Nov-84,3.13,0.58,3.27,0.58,0,0,0,1
Josh Bennett,"6' 4""",259 lbs.,,Orthodox,,2.9,0.4,5.8,0.43,1.5,1,1,0
Charles Bennett,"5' 8""",155 lbs.,,Orthodox,23-Nov-79,1.39,0.39,1.35,0.64,2.02,1,0.36,2
Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,26-Aug-88,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0
Joe Benoit,"5' 9""",170 lbs.,,Orthodox,12-Mar-82,0,0,0,1,0,0,0,0
Pat Benson,"5' 9""",155 lbs.,,,,0,0,0,0,0,0,0,0
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,25-Aug-89,2.95,0.41,3.4,0.6,0.33,0.25,0.7,0.5
Len Bentley,"5' 9""",155 lbs.,,,30-Nov-82,0,0,0,0,0,0,0,0
Kenneth Bergh,"6' 2""",205 lbs.,"74""",Orthodox,26-Jun-89,4.56,0.75,1.27,0.28,0,0,0,0
Steve Berger,"5' 11""",170 lbs.,,Orthodox,20-May-73,1,0.27,3.26,0.36,0.84,0.4,0.16,1.7
Bret Bergmark,"5' 9""",170 lbs.,,,24-Nov-73,2.78,0.52,2.78,0.37,4.17,1,0.5,4.2
Keith Berish,"6' 0""",205 lbs.,,Orthodox,14-Nov-85,3.58,0.36,4.81,0.62,1.76,0.4,0,0
Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,13-Dec-86,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1
Dave Berry,,,,,,0,0,0,0,0,0,0,0
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,4-Mar-87,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,16-Jul-94,2.92,0.61,2.68,0.46,3.06,0.54,0,3.1
Keith Berry,"6' 1""",185 lbs.,,,25-Oct-87,0.27,0.12,6.27,0.28,0,0,0,0
Dieusel Berto,"5' 9""",200 lbs.,,,,0,0,0,0,0,0,0,0
Edson Berto,"5' 6""",155 lbs.,,Orthodox,5-Jul-83,1.76,0.36,4.62,0.47,5.47,0.4,0,2.7
Allen Berube,"5' 8""",155 lbs.,,Orthodox,25-Aug-74,0.92,0.8,0.92,0.33,6.87,1,0,3.4
Anton Berzin,"6' 2""",205 lbs.,,Orthodox,29-Sep-89,4.4,0.46,6.8,0.67,2,0.28,0,1
Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,16-Jul-88,6.15,0.29,10,0.43,0,0,0,0
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,28-Dec-84,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
Scott Bessac,"6' 4""",245 lbs.,,,,0,0,0,0,0,0,0,0
Fernando Bettega,,170 lbs.,,,10-Mar-80,0,0,0,0,0,0,0,0
Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,2.33,0.56,3.25,0.59,1.73,0.75,1,0
Bibulatov Magomed,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0
KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,12-Oct-91,1.18,0.13,10,0.37,0,0,0,0
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,6-Jun-79,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0
Jeremiah Billington,"5' 9""",205 lbs.,,Orthodox,14-Nov-77,1.6,0.62,7.06,0.35,0,0,0.5,0
Scott Bills,"5' 10""",170 lbs.,,,,0,0,0,0,0,0,0,0
Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,16-May-86,4.23,0.36,3.06,0.6,0.6,0.16,0.73,0
Chris Birchler,"6' 3""",205 lbs.,,Switch,5-Jun-87,9.35,0.46,14.83,0.35,0,0,0,0
Simon Biyong,,205 lbs.,,,5-Apr-91,0,0,0,0,0,0,0,0
Amaury Bitetti,"5' 9""",185 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,28-Feb-79,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,24-Feb-83,3.59,0.49,2.79,0.53,1.18,0.53,0.65,0.2
Tom Blackledge,,205 lbs.,,Orthodox,,2.91,0.61,2.55,0.46,0,0,0.75,0
Jason Black,"5' 8""",155 lbs.,,Orthodox,15-Jul-72,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,25-May-77,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7
Jason Blackford,,,,,,0,0,0,0,0,0,0,0
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,16-Oct-83,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,16-Aug-93,3.7,0.49,3.13,0.55,4,0.33,0.42,0
David Blanco,"5' 7""",145 lbs.,,,,0,0,0,0,0,0,0,0
Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,18-Feb-91,3.59,0.53,1.7,0.57,6.64,0.54,0.33,0
Arlene Blencowe,"5' 5""",145 lbs.,,,11-Apr-83,2.31,0.43,2.1,0.43,0,0,0.55,0.6
Byron Bloodworth,"5' 8""",135 lbs.,,Orthodox,16-Aug-83,1.82,0.28,5.18,0.5,0,0,0,0
Dashawn Boatwright,"6' 0""",205 lbs.,,Orthodox,29-Feb-88,0,0,52.5,0.12,0,0,0,0
Dan Bobish,"6' 2""",345 lbs.,,Southpaw,26-Jan-70,2.06,0.44,1.74,0.34,2.44,0.42,0,1.6
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,5-Feb-87,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,24-Oct-81,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,13-Feb-89,0.65,0.26,3.64,0.21,0,0,0,0
Jeremy Boczulak,,,,,,0,0,0,0,0,0,0,0
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,22-May-82,3.63,0.45,3.63,0.54,2.37,1,0.5,0
Jay Bogan,,145 lbs.,,,,0,0,0,0,0,0,0,0
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,28-Jan-81,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,15-Dec-90,3.33,0.42,4.4,0.44,1,0.09,0.5,0
Derek Bohi,"6' 4""",260 lbs.,,,,0,0,0,0,0,0,0,0
Jerry Bohlander,"5' 11""",199 lbs.,,Orthodox,12-Feb-74,0,0,0,0,0,0,0,0
Kotetsu Boku,"5' 9""",154 lbs.,,Orthodox,27-May-77,2.47,0.42,2.8,0.53,0,0,0,0
Kyle Bolt,"6' 2""",185 lbs.,,,,7.27,0.52,7.27,0.45,0,0,0,0
Denys Bondar,"5' 6""",125 lbs.,,Orthodox,27-Jun-92,0,0,0,0,0,0,0,0
Luc Bondole,"6' 2""",205 lbs.,,,,3.35,0.51,2.04,0.62,0,0,0,1.8
Tony Bonello,"6' 2""",185 lbs.,,,,0.62,0.33,12.62,0.1,0,0,0,0
Jesse Bongfeldt,"6' 0""",185 lbs.,,Orthodox,28-Aug-80,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0
Marcos Bonilla,"5' 10""",145 lbs.,,,,0.47,0.12,0.47,0.94,0,0,0,0
Rogerio Bontorin,"5' 5""",125 lbs.,"67""",Orthodox,25-Apr-92,2.19,0.5,3.12,0.38,1.9,0.4,0.51,1.6
Stephan Bonnar,"6' 4""",205 lbs.,"79""",Orthodox,4-Apr-77,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,4-Aug-93,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1
Igor Borisov,"6' 0""",235 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Tanner Boser,"6' 2""",255 lbs.,"75""",Orthodox,2-Aug-91,4.54,0.55,2.7,0.63,0,0,1,0
Calen Born,"5' 8""",170 lbs.,"72""",Switch,24-May-88,0,0,0,0,0,0,0,0
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,29-Jul-81,5.99,0.52,5.38,0.5,0.92,0.33,1,0
Marcus Bossett,"6' 1""",215 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Chris Bostick,,,,,,0,0,0,0,0,0,0,0
Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,15-Dec-88,3,0.56,3.08,0.5,0.89,1,0.8,0
Francois Botha,"6' 2""",260 lbs.,,Orthodox,28-Sep-68,0,0,1.05,0.77,0,0,0,0
Rich Bouphanouvong,"5' 7""",170 lbs.,,,,0,0,0,0,0,0,0,0
Gregory Bouchelaghem,"6' 2""",183 lbs.,,Switch,,0.27,0.21,1.53,0.36,0,0,0.5,0
Roy Boughton,"6' 0""",205 lbs.,,,,0,0,0,0,0,0,0,0
Mike Bourke,"6' 0""",275 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Jess Bouscal,,155 lbs.,,,,0,0,0,0,0,0,0,0
Tai Bowden,"5' 11""",230 lbs.,,,,0,0,0,0,0,0,0,0
Melton Bowen,"6' 0""",225 lbs.,,Orthodox,16-Jul-69,0,0,0,0,0,0,0,0
Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,22-Dec-93,2.73,0.57,2.05,0.4,0,0,0,0
Blake Bowman,"6' 2""",170 lbs.,,,,0,0,0,0,0,0,0,0
Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,22-Jun-80,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,5-Dec-82,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
Ashe Bowman,"5' 9""",155 lbs.,,,17-Nov-76,2.43,0.42,4.86,0.57,0,0,0,0
Colley  Bradford,"5' 7""",145 lbs.,,,,0.43,0.25,1.73,0.5,19.42,0.5,1,0
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,19-Aug-82,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0
Paul Bradley,"5' 9""",170 lbs.,,Orthodox,13-Jun-83,2.26,0.32,4.13,0.56,1.12,0.16,1,0
Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,23-Nov-92,4.72,0.55,3.6,0.63,2.69,0.6,1,1.2
Ebenezer Fontes Braga,"6' 0""",199 lbs.,,Orthodox,14-Apr-69,2.42,0.5,0.42,0.71,0,0,0.9,0.6
Joe Brammer,"5' 8""",155 lbs.,,Orthodox,23-Aug-83,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0
Ramiz Brahimaj,"5' 10""",170 lbs.,"72""",Orthodox,17-Nov-92,3.73,0.36,6.14,0.55,0,0,1,0
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,26-Sep-81,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0
Michael Bravo,,155 lbs.,,,,0,0,0,0,0,0,0,0
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,21-Sep-93,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0
Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,27-May-87,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,26-Sep-91,3.34,0.5,2.81,0.6,0,0,0.7,1.1
Mike Breeden,"5' 10""",155 lbs.,"70""",Orthodox,21-Apr-89,4,0.34,5.87,0.47,0,0,0.77,0
Chris Brennan,"5' 8""",170 lbs.,,Orthodox,12-Oct-71,0.6,0.4,0.97,0.5,0,0,0.25,2.1
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,9-Feb-81,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0
Robert Breslin,"5' 11""",155 lbs.,,,,2.21,0.46,3.5,0.66,1.38,1,0.5,0
Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,1-Apr-96,3.07,0.43,3.27,0.25,0,0,0.36,0
Mack Brewer,,205 lbs.,,,,0,0,6.67,0.36,0,0,0,0
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,7-Jul-75,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,6-Apr-85,3.97,0.35,3.64,0.56,0.56,1,0.8,0
Aaron Brink,"6' 3""",205 lbs.,,Orthodox,12-Nov-74,3.49,0.42,5.71,0.57,0,0,0,0
Marcelo Brito,"6' 1""",170 lbs.,,Orthodox,27-Nov-77,0.6,0.2,3.53,0.55,0,0,0.5,0
Henry Briones,"5' 8""",135 lbs.,"69""",Orthodox,22-Oct-80,3.47,0.42,4.68,0.53,0,0,0.52,0.6
Drew Brokenshire,,,,,,0,0,0,0,0,0,0,0
Antwain Britt,"6' 1""",205 lbs.,"77""",,9-May-78,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0
Mike Bronzoulis,"6' 0""",155 lbs.,,,5-Jan-79,1.13,0.34,2.54,0.37,0,0,0.33,0
Jonathan Brookins,"6' 0""",145 lbs.,"74""",Southpaw,13-Aug-85,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3
Will Brooks,"5' 10""",155 lbs.,"72""",Orthodox,8-Oct-86,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,2-May-93,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6
Rob Broughton,"6' 2""",265 lbs.,"74""",Orthodox,3-Mar-83,2.83,0.6,2.54,0.51,0,0,0.26,3.2
Terrell Brown,,185 lbs.,,,13-Apr-83,0,0,0,0,0,0,0,0
Dominic Brown,"5' 11""",190 lbs.,,,4-Jun-82,0,0,0,0,0,0,0,0
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,8-Sep-75,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6
Chris Brown,,170 lbs.,,,,0,0,0,0,0,0,0,0
Todd Brown,"5' 11""",205 lbs.,,Orthodox,13-Dec-76,2.15,0.45,3.85,0.48,0,0,0.5,0
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,10-Jan-81,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4
Frederick Brown,"6' 0""",235 lbs.,,,,0,0,0,0,0,0,0,0
TJ Brown,"5' 9""",145 lbs.,"72""",Switch,22-May-90,3.22,0.42,2.21,0.5,4.92,0.6,0.4,0.4
Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,25-Dec-84,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,8-Jul-90,3.67,0.47,2.8,0.53,1,0.46,0.71,0.6
Junie Browning,"5' 9""",155 lbs.,,Orthodox,12-May-84,3.76,0.48,1.76,0.66,3.53,0.66,0,3.5
Humberto Brown Morrison,"5' 10""",145 lbs.,,,3-Nov-84,1.71,0.5,2.19,0.62,1.43,0.25,0,0
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,17-Jul-82,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
Jules Bruchez,"6' 0""",205 lbs.,,Southpaw,16-Aug-77,0.69,0.5,5.52,0.46,0,0,0,0
Lee Brousseau,"6' 1""",205 lbs.,,,4-Oct-74,0,0,0,0,0,0,0,0
Justin Bruckmann,"5' 9""",170 lbs.,,Orthodox,,0.59,0.66,5.91,0.16,0,0,0.33,0
Cody Brundage,"6' 0""",205 lbs.,"72""",Orthodox,16-May-94,7.97,0.82,6.29,0.06,6.29,0.33,0,0
Steve Bruno,"5' 10""",170 lbs.,,Orthodox,3-Nov-81,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4
Fernando Bruno,"5' 6""",145 lbs.,,,24-Feb-82,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,4-Jan-84,3.46,0.47,2.72,0.53,3.11,0.33,0.94,0.5
Josh Bryant,"5' 10""",185 lbs.,,Orthodox,23-Apr-80,1.1,0.2,6.1,0.43,0,0,0,0
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,22-Aug-83,2.35,0.26,4.14,0.51,0,0,0.33,0.8
Dennis Bryant,"6' 0""",205 lbs.,,Orthodox,18-Oct-85,10.56,0.59,10.56,0.13,0,0,0,0
Zak Bucia,"5' 10""",170 lbs.,,,,0,0,0,0,0,0,0,0
Courtney Buck,"5' 10""",135 lbs.,,Orthodox,19-Mar-82,1.49,0.28,3.24,0.54,0,0,0.33,0
Julia Budd,"5' 7""",145 lbs.,"67""",,4-Jul-83,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0
Joaquin Buckley,"5' 10""",185 lbs.,"76""",Southpaw,27-Apr-94,4.58,0.36,5.46,0.51,0.6,0.16,1,0
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,8-Aug-74,0.65,0.52,0.95,0.53,0,0,0,3.4
Francisco Bueno,"5' 9""",225 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Mayra Bueno Silva,"5' 6""",135 lbs.,"66""",Orthodox,22-Aug-91,4.06,0.57,4.89,0.47,0,0,0.73,1.6
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,16-Jan-74,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
Modestas Bukauskas,"6' 3""",205 lbs.,"78""",Switch,10-Feb-94,3.56,0.37,5.7,0.42,0,0,1,0
Lee Kwan Bum,"6' 2""",286 lbs.,,Orthodox,,0.71,0.14,0,1,0,0,0,0
Shawn Bunch,"5' 5""",135 lbs.,,,19-Mar-83,0,0,1.55,0.55,0,0,0.5,0
Josh Bumgarner,"6' 1""",170 lbs.,,,,0,0,0,0,0,0,0,0
Wuliji Buren,"5' 9""",135 lbs.,"69""",Orthodox,1-Mar-89,1.63,0.42,2.96,0.56,3.38,0.42,0.71,0.4
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,19-Mar-91,7.31,0.5,5.81,0.6,0.3,1,0.89,0.1
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,10-Apr-80,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,6-Mar-94,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
Mikey Burnett,"5' 6""",170 lbs.,,Orthodox,12-Apr-74,0,0,0,0,0,0,0,0
Josh Burns,"6' 1""",244 lbs.,,,15-May-78,2.4,0.48,5.73,0.32,0,0,1,0
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,3-Mar-80,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,2-Feb-88,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8
Gilbert Burns,"5' 10""",170 lbs.,"71""",Orthodox,20-Jul-86,3.22,0.45,3.04,0.54,2.08,0.35,0.5,0.7
Derrick Burnsed,,155 lbs.,,,,0,0,0,0,0,0,0,0
Nah-Shon Burrell,"5' 11""",170 lbs.,,Orthodox,5-Feb-90,4.83,0.47,3.45,0.56,0,0,0.52,0.3
Martin Buschkamp,"5' 9""",145 lbs.,,Orthodox,6-Jan-91,0,0,0,0,0,0,0,0
Bubba Bush,"6' 0""",185 lbs.,,Orthodox,24-Jul-85,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0
George Bush,"6' 1""",205 lbs.,,,,6.35,0.64,2.31,0.55,17.31,0.66,0,0
Nick Bustamante,"5' 9""",170 lbs.,,,,0,0,0,0,0,0,0,0
Murilo Bustamante,"6' 2""",183 lbs.,,Orthodox,30-Jul-66,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2
Jason Butcher,"6' 3""",185 lbs.,,,23-Oct-84,1.82,0.4,2.73,0.25,13.64,0.5,0,0
Eduardo Bustillos,"5' 8""",135 lbs.,,,2-Jun-87,2.61,0.59,6.22,0.35,0,0,1,0
Todd Butler,"6' 1""",200 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Ian Butler,"5' 8""",155 lbs.,,,,2.09,0.14,6.69,0.36,0,0,0.5,0
Goldman Butler,,,,,,0,0,0,0,0,0,0,0
Cheyanne Buys,"5' 3""",115 lbs.,"63""",Switch,25-Jun-95,4.1,0.53,1.67,0.65,0,0,0.6,0
Raphael Butler,"6' 3""",261 lbs.,,,4-Jan-84,4.69,0.45,0.94,0.91,0,0,1,14.1
JP Buys,"5' 5""",125 lbs.,"67""",Orthodox,30-Apr-96,2.66,0.45,3.05,0.43,2.22,0.5,0.33,2.2
Dennis Buzukja,"5' 9""",145 lbs.,"71""",Switch,1-Oct-97,3.8,0.46,6.8,0.35,2,0.25,1,1
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,11-Oct-83,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5
Steve Byrnes,"6' 0""",170 lbs.,,Orthodox,,1.2,0.51,2.67,0.27,3,0.6,0,4
Michael Byrnes,"5' 11""",155 lbs.,,,17-Jul-90,0,0,0,0,0,0,0,0
Alvin Cacdac,"5' 6""",125 lbs.,,Orthodox,,1.21,0.66,0.61,0,0,0,0,0
Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,13-May-83,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2
Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,20-Jun-88,4.1,0.5,2.82,0.65,0.57,0.78,0.64,0.8
Vince Cachero,"5' 6""",145 lbs.,"68""",Orthodox,7-Nov-89,3.29,0.45,6.51,0.43,0,0,0.18,0.5
Priscila Cachoeira,"5' 7""",135 lbs.,"65""",Orthodox,19-Aug-88,3.84,0.37,7.93,0.42,0,0,0.69,0
Travis Calanoc,"5' 8""",145 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Ricky Calatayud,"5' 9""",125 lbs.,,,10-Oct-82,0,0,0,0,0,0,0,0
Darrion Caldwell,"5' 10""",135 lbs.,,,19-Dec-87,0.85,0.34,0.57,0.6,3.41,0.66,1,0.8
Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,23-Dec-85,6.59,0.49,4.4,0.53,1.8,0.55,0.58,0.5
Taylor Callens,"5' 10""",155 lbs.,,,21-May-91,0,0,0,0,0,0,0,0
Joe Camacho,"5' 9""",155 lbs.,,Orthodox,10-Mar-72,0.31,0.17,5,0.42,0,0,0,0
Cynthia Calvillo,"5' 4""",125 lbs.,"64""",Orthodox,13-Jul-87,4.18,0.41,3.52,0.67,1.85,0.44,0.71,1.1
Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,18-May-89,6.67,0.46,7.31,0.52,1.17,0.45,0.72,0
Fabricio Camoes,"5' 10""",155 lbs.,"71""",Orthodox,23-Dec-78,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5
